STATENAME,MTFCC,OID,GEOID,STATE,PLACE,PLACENS,BASENAME,NAME,LSADC,FUNCSTAT,PLACECC,AREALAND,AREAWATER,UR,CBSAPCI,NECTAPCI,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Florida,G4210,28030404137089,1256865,12,56865,02403415,Pine Lakes,Pine Lakes CDP,57,S,U1,4147923,287349,,N,N,+28.9390301,-081.4308421,+28.9397737,-081.4305860
Florida,G4210,280303717416558,1256955,12,56955,02583374,Pine Level,Pine Level CDP,57,S,U1,17402324,183458,,N,N,+30.8886985,-087.1686790,+30.8891541,-087.1694815
Florida,G4210,28030349540144,1257025,12,57025,02403416,Pine Manor,Pine Manor CDP,57,S,U1,1196740,13755,,N,N,+26.5729635,-081.8773670,+26.5737212,-081.8776274
Florida,G4210,2803086675915,1257058,12,57058,02403417,Pine Ridge,Pine Ridge CDP,57,S,U1,64357053,,,N,N,+28.9329941,-082.4761821,+28.9329941,-082.4761821
Florida,G4210,28030373957662,1257066,12,57066,02403418,Pine Ridge,Pine Ridge CDP,57,S,U1,4360836,302428,,N,N,+26.2321205,-081.7953715,+26.2302555,-081.7929940
Florida,G4210,2803015761585775,1256525,12,56525,02805188,Pinecraft,Pinecraft CDP,57,S,U1,677892,13501,,N,N,+27.3229013,-082.4999220,+27.3231512,-082.5006686
Florida,G4210,28030349540143,1256875,12,56875,02403419,Pineland,Pineland CDP,57,S,U1,2322835,69469,,N,N,+26.6641814,-082.1476363,+26.6610801,-082.1481011
Florida,G4210,28030385021830,1257250,12,57250,02403420,Pinewood,Pinewood CDP,57,S,U1,4539860,357377,,N,N,+25.8696726,-080.2174334,+25.8693544,-080.2170588
Florida,G4210,280303717606983,1257320,12,57320,02583375,Pioneer,Pioneer CDP,57,S,U2,54797177,26723,,N,N,+26.7257082,-081.2189422,+26.7285382,-081.2171988
Florida,G4210,28030404137090,1257380,12,57380,02403424,Pittman,Pittman CDP,57,S,U1,3262172,74928,,N,N,+28.9967289,-081.6461770,+28.9983744,-081.6492182
Florida,G4210,28030497576404,1257450,12,57450,02403427,Plantation,Plantation CDP,57,S,U1,5689917,842794,,N,N,+27.0648449,-082.3689163,+27.0615645,-082.3696164
Florida,G4210,28030373957663,1257492,12,57492,02403428,Plantation Island,Plantation Island CDP,57,S,U1,1481667,28638,,N,N,+25.8474814,-081.3754449,+25.8478235,-081.3769780
Florida,G4210,28030364983735,1257518,12,57518,02403429,Plantation Mobile Home Park,Plantation Mobile Home Park CDP,57,S,U1,673425,11416,,N,N,+26.7035058,-080.1317824,+26.7025796,-080.1323430
Florida,G4210,28030360986063,1257900,12,57900,02403432,Poinciana,Poinciana CDP,57,S,U1,186135214,2747103,,N,N,+28.1216487,-081.4820366,+28.1187292,-081.4792340
Florida,G4210,280303717607017,1257908,12,57908,02583376,Point Baker,Point Baker CDP,57,S,U1,17131087,40093,,N,N,+30.6854663,-087.0521338,+30.6866070,-087.0517342
Florida,G4210,28030331890830,1258350,12,58350,02403437,Port Charlotte,Port Charlotte CDP,57,S,U1,73763477,9994162,,N,N,+26.9903149,-082.1134511,+26.9894666,-082.1136511
Florida,G4210,28030380095153,1258420,12,58420,02403438,Port LaBelle,Port LaBelle CDP,57,S,U1,27887922,448325,,N,N,+26.7564646,-081.3827782,+26.7606473,-081.3838548
Florida,G4210,28030354239371,1258727,12,58727,02403441,Port Salerno,Port Salerno CDP,57,S,U1,9234598,1306346,,N,N,+27.1461126,-080.1894691,+27.1451925,-080.1887093
Florida,G4210,28030288032458,1258700,12,58700,02403439,Port St. John,Port St. John CDP,57,S,U1,24128906,,,N,N,+28.4757097,-080.8104184,+28.4757097,-080.8104184
Florida,G4210,2803081944634,1258962,12,58962,02403446,Pretty Bayou,Pretty Bayou CDP,57,S,U1,4223349,396077,,N,N,+30.1975280,-085.6975647,+30.2001307,-085.6977244
Florida,G4210,28030385021831,1258975,12,58975,02403449,Princeton,Princeton CDP,57,S,U1,19213537,129558,,N,N,+25.5396516,-080.3970519,+25.5406481,-080.3983939
Florida,G4210,28030382287993,1259050,12,59050,02403451,Progress Village,Progress Village CDP,57,S,U1,7836408,580755,,N,N,+27.8831341,-082.3592741,+27.8856484,-082.3642556
Florida,G4210,28030349540145,1259250,12,59250,02403455,Punta Rassa,Punta Rassa CDP,57,S,U1,6185835,5388657,,N,N,+26.5010621,-082.0033980,+26.4997554,-082.0021070
Florida,G4210,280303717606995,1259311,12,59311,02583377,Quail Ridge,Quail Ridge CDP,57,S,U1,10126772,1708966,,N,N,+28.3451468,-082.5534868,+28.3486088,-082.5549006
Florida,G4210,2803015922361367,1259450,12,59450,02805189,Rainbow Lakes Estates,Rainbow Lakes Estates CDP,57,S,U1,41006411,1388962,,N,N,+29.1580014,-082.5099319,+29.1604614,-082.5097196
Florida,G4210,2803015922362179,1259466,12,59466,02805190,Rainbow Park,Rainbow Park CDP,57,S,U1,12502043,,,N,N,+29.1653576,-082.3639945,+29.1653576,-082.3639945
Florida,G4210,2803015922364675,1259470,12,59470,02805191,Rainbow Springs,Rainbow Springs CDP,57,S,U1,29890585,359784,,N,N,+29.0940225,-082.4407779,+29.0970946,-082.4419831
Florida,G4210,280303928202269,1259475,12,59475,02628531,Raleigh,Raleigh CDP,57,S,U1,5032495,,,N,N,+29.4478678,-082.4680783,+29.4478678,-082.4680783
Florida,G4210,28030385021832,1260225,12,60225,02403473,Richmond Heights,Richmond Heights CDP,57,S,U1,4128083,39798,,N,N,+25.6347338,-080.3720525,+25.6332903,-080.3712258
Florida,G4210,28030385021833,1260230,12,60230,01853280,Richmond West,Richmond West CDP,57,S,U2,10804884,288591,,N,N,+25.6104936,-080.4297137,+25.6092763,-080.4296458
Florida,G4210,2803087070865,1260325,12,60325,02403474,Ridge Manor,Ridge Manor CDP,57,S,U1,22347564,1065942,,N,N,+28.4988107,-082.1832515,+28.4929477,-082.1895507
Florida,G4210,28030497576405,1260475,12,60475,02403475,Ridge Wood Heights,Ridge Wood Heights CDP,57,S,U1,3660241,103191,,N,N,+27.2874033,-082.5136377,+27.2862544,-082.5120404
Florida,G4210,2803088505285,1260275,12,60275,02403476,Ridgecrest,Ridgecrest CDP,57,S,U1,2298567,47231,,N,N,+27.8923122,-082.8074208,+27.8894450,-082.8062750
Florida,G4210,28030354239372,1260550,12,60550,02403477,Rio,Rio CDP,57,S,U1,977842,1361658,,N,N,+27.2160406,-080.2400508,+27.2164085,-080.2407828
Florida,G4210,280303717606976,1260562,12,60562,02583378,Rio Pinar,Rio Pinar CDP,57,S,U1,5628296,11965,,N,N,+28.5271257,-081.2627982,+28.5191313,-081.2611956
Florida,G4210,28030386051857,1260785,12,60785,02403440,River Park,River Park CDP,57,S,U1,6090466,480524,,N,N,+27.3213928,-080.3307849,+27.3229006,-080.3315724
Florida,G4210,280303717606997,1260835,12,60835,02583379,River Ridge,River Ridge CDP,57,S,U1,10859981,,,N,N,+28.2668817,-082.6257465,+28.2668817,-082.6257465
Florida,G4210,28030382287994,1260950,12,60950,02403482,Riverview,Riverview CDP,57,S,U1,119604678,4630448,,N,N,+27.8226947,-082.3023035,+27.8242746,-082.3044864
Florida,G4210,280303717607016,1261615,12,61615,02583380,Roeville,Roeville CDP,57,S,U1,11203244,28583,,N,N,+30.6835876,-086.9926130,+30.6850938,-086.9922124
Florida,G4210,28030379248625,1261807,12,61807,02403492,Roosevelt Gardens,Roosevelt Gardens CDP,57,S,U1,834817,,,N,N,+26.1406780,-080.1808798,+26.1406780,-080.1808798
Florida,G4210,28030341295596,1261875,12,61875,02403493,Roseland,Roseland CDP,57,S,U1,4896422,3485396,,N,N,+27.8360440,-080.4884164,+27.8353246,-080.4882068
Florida,G4210,28030331890832,1261937,12,61937,02403494,Rotonda,Rotonda CDP,57,S,U1,27602058,2274308,,N,N,+26.8844821,-082.2790779,+26.8851198,-082.2778808
Florida,G4210,28030364983738,1262118,12,62118,02403495,Royal Palm Estates,Royal Palm Estates CDP,57,S,U1,649719,,,N,N,+26.6816569,-080.1327552,+26.6816569,-080.1327552
Florida,G4210,28030382287995,1262275,12,62275,02403499,Ruskin,Ruskin CDP,57,S,U1,46867471,3742571,,N,N,+27.7066446,-082.4214071,+27.7077078,-082.4227754
Florida,G4210,28030352006652,1263225,12,63225,02402819,Samoset,Samoset CDP,57,S,U1,3812301,,,N,N,+27.4764032,-082.5429708,+27.4764032,-082.5429708
Florida,G4210,2803090908095,1263362,12,63362,02402820,Samsula-Spruce Creek,Samsula-Spruce Creek CDP,57,S,U2,43525196,45469,,N,N,+29.0484300,-081.0628222,+29.0516474,-081.0624926
Florida,G4210,28030349540147,1263425,12,63425,02402821,San Carlos Park,San Carlos Park CDP,57,S,U1,12231683,635258,,N,N,+26.4765558,-081.8193309,+26.4766944,-081.8197508
Florida,G4210,280303928202444,1263435,12,63435,02628532,San Castle,San Castle CDP,57,S,U1,1088685,,,N,N,+26.5651059,-080.0610683,+26.5651059,-080.0610683
Florida,G4210,28030497576407,1264325,12,64325,02402824,Sarasota Springs,Sarasota Springs CDP,57,S,U1,6930006,251967,,N,N,+27.3086530,-082.4746013,+27.3087665,-082.4758116
Florida,G4210,2803047968960,1264525,12,64525,02402826,Sawgrass,Sawgrass CDP,57,S,U1,7834606,895949,,N,N,+30.1898086,-081.3702347,+30.1912602,-081.3711433
Florida,G4210,28030364983740,1264547,12,64547,02402829,Schall Circle,Schall Circle CDP,57,S,U1,627732,,,N,N,+26.7151756,-080.1143438,+26.7151756,-080.1143438
Florida,G4210,2803015692396707,1264625,12,64625,02805192,Scottsmoor,Scottsmoor CDP,57,S,U1,3004450,,,N,N,+28.7679737,-080.8709862,+28.7679737,-080.8709862
Florida,G4210,28030382287996,1264925,12,64925,02402836,Seffner,Seffner CDP,57,S,U1,9341776,525129,,N,N,+27.9981621,-082.2734602,+28.0016389,-082.2740775
Florida,G4210,28030364983741,1265100,12,65100,02402838,Seminole Manor,Seminole Manor CDP,57,S,U1,824424,,,N,N,+26.5836183,-080.1013242,+26.5836183,-080.1013242
Florida,G4210,280303717606985,1265200,12,65200,02583381,Seville,Seville CDP,57,S,U1,18399926,2669982,,N,N,+29.3364138,-081.5065272,+29.3401508,-081.5095160
Florida,G4210,28030366537141,1265385,12,65385,02402843,Shady Hills,Shady Hills CDP,57,S,U1,74183964,1293052,,N,N,+28.4042557,-082.5467611,+28.4030321,-082.5450561
Florida,G4210,28030288032461,1265525,12,65525,02402846,Sharpes,Sharpes CDP,57,S,U1,6239988,8679317,,N,N,+28.4380966,-080.7551732,+28.4435977,-080.7613996
Florida,G4210,28030497576408,1266000,12,66000,02402852,Siesta Key,Siesta Key CDP,57,S,U1,6070107,2969250,,N,N,+27.2778673,-082.5515753,+27.2748129,-082.5493269
Florida,G4210,28030404137091,1266062,12,66062,02402854,Silver Lake,Silver Lake CDP,57,S,U1,5426424,1760567,,N,N,+28.8435401,-081.8009348,+28.8426050,-081.8095318
Florida,G4210,2803015672116974,1266125,12,66125,02805193,Silver Springs,Silver Springs CDP,57,S,U1,15955463,80301,,N,N,+29.2190585,-082.0557549,+29.2191675,-082.0555386
Florida,G4210,28030263781423,1266175,12,66175,02402856,Silver Springs Shores,Silver Springs Shores CDP,57,S,U1,38678504,557890,,N,N,+29.1126236,-082.0148621,+29.1118812,-082.0146044
Florida,G4210,2803015922357967,1266179,12,66179,02805200,Silver Springs Shores East,Silver Springs Shores East CDP,57,S,U2,19764032,1513436,,N,N,+29.0496196,-081.8875207,+29.0494488,-081.8830261
Florida,G4210,28030359410213,1266425,12,66425,02402859,Sky Lake,Sky Lake CDP,57,S,U1,3266795,10333,,N,N,+28.4610803,-081.3912333,+28.4612719,-081.3904651
Florida,G4210,28030331890833,1266875,12,66875,02402864,Solana,Solana CDP,57,S,U1,3967929,269070,,N,N,+26.9387867,-082.0276741,+26.9372229,-082.0296945
Florida,G4210,28030404137092,1266975,12,66975,02402865,Sorrento,Sorrento CDP,57,S,U1,3209214,49523,,N,N,+28.8087218,-081.5631656,+28.8090895,-081.5636106
Florida,G4210,28030359410214,1267163,12,67163,02402866,South Apopka,South Apopka CDP,57,S,U1,5527844,213195,,N,N,+28.6568599,-081.5056233,+28.6568093,-081.5057173
Florida,G4210,28030341295598,1267192,12,67192,02402867,South Beach,South Beach CDP,57,S,U1,7041794,10746430,,N,N,+27.5883121,-080.3435009,+27.5755057,-080.3334379
Florida,G4210,28030352006653,1267258,12,67258,02402868,South Bradenton,South Bradenton CDP,57,S,U1,11681229,233523,,N,N,+27.4611977,-082.5821723,+27.4606035,-082.5847129
Florida,G4210,2803087070866,1267266,12,67266,02402869,South Brooksville,South Brooksville CDP,57,S,U1,46289570,790347,,N,N,+28.5242882,-082.4158486,+28.5141723,-082.4376334
Florida,G4210,28030497576411,1267450,12,67450,02402871,South Gate Ridge,South Gate Ridge CDP,57,S,U1,4523992,165631,,N,N,+27.2855989,-082.4969820,+27.2844993,-082.4966453
Florida,G4210,2803088505290,1267462,12,67462,02402873,South Highpoint,South Highpoint CDP,57,S,U1,2234653,7196,,N,N,+27.9083507,-082.7163446,+27.9085181,-082.7163810
Florida,G4210,28030385021836,1267575,12,67575,02402874,South Miami Heights,South Miami Heights CDP,57,S,U1,12685953,140962,,N,N,+25.5885969,-080.3861833,+25.5882324,-080.3857888
Florida,G4210,28030288032462,1267725,12,67725,02402875,South Patrick Shores,South Patrick Shores CDP,57,S,U1,3918606,4402730,,N,N,+28.2023103,-080.6119283,+28.2044725,-080.6112485
Florida,G4210,28030497576412,1267887,12,67887,02402877,South Sarasota,South Sarasota CDP,57,S,U1,4982209,1048196,,N,N,+27.2856457,-082.5332003,+27.2862780,-082.5331325
Florida,G4210,28030497576413,1268100,12,68100,02402880,South Venice,South Venice CDP,57,S,U1,15336526,997197,,N,N,+27.0444831,-082.4155695,+27.0446894,-082.4158415
Florida,G4210,28030359410215,1267270,12,67270,02402883,Southchase,Southchase CDP,57,S,U1,17921673,,,N,N,+28.3792429,-081.3902546,+28.3792429,-081.3902546
Florida,G4210,28030333571217,1267355,12,67355,02402884,Southeast Arcadia,Southeast Arcadia CDP,57,S,U2,18749405,,,N,N,+27.1862074,-081.8520891,+27.1862074,-081.8520891
Florida,G4210,28030497576409,1267425,12,67425,02402886,Southgate,Southgate CDP,57,S,U1,4343632,162518,,N,N,+27.3065210,-082.5107132,+27.3048230,-082.5122860
Florida,G4210,2803087070867,1268350,12,68350,02402888,Spring Hill,Spring Hill CDP,57,S,U1,155035872,6171121,,N,N,+28.4797402,-082.5300117,+28.4792070,-082.5296584
Florida,G4210,2803087070868,1268375,12,68375,02402889,Spring Lake,Spring Lake CDP,57,S,U1,8624128,299485,,N,N,+28.4952112,-082.3017408,+28.4983679,-082.2940562
Florida,G4210,280303928202205,1268435,12,68435,02628533,Spring Ridge,Spring Ridge CDP,57,S,U1,8319633,,,N,N,+29.8218397,-082.7244533,+29.8218397,-082.7244533
Florida,G4210,280303928203146,1268365,12,68365,02629562,Springhill,Springhill CDP,57,S,U2,32428872,4045,,N,N,+30.7565959,-086.9329315,+30.7472027,-086.9225378
Florida,G4210,2803047968958,1262550,12,62550,02403502,St. Augustine Shores,St. Augustine Shores CDP,57,S,U1,11355206,242370,,N,N,+29.8038371,-081.3085942,+29.8057971,-081.3121987
Florida,G4210,2803047968959,1262562,12,62562,02403503,St. Augustine South,St. Augustine South CDP,57,S,U1,4106071,1171,,N,N,+29.8448562,-081.3155566,+29.8448254,-081.3161954
Florida,G4210,280304486347517,1262650,12,62650,02711817,St. George Island,St. George Island CDP,57,S,U1,12312303,22107264,,N,N,+29.6530536,-084.8883759,+29.6520566,-084.8897678
Florida,G4210,28030349540146,1262675,12,62675,02402810,St. James City,St. James City CDP,57,S,U1,37832837,5381571,,N,N,+26.5513412,-082.0989188,+26.5425824,-082.1019765
Florida,G4210,28030364983744,1268487,12,68487,02402892,Stacey Street,Stacey Street CDP,57,S,U1,311814,,,N,N,+26.6978428,-080.1238642,+26.6978428,-080.1238642
Florida,G4210,280303928202318,1268625,12,68625,02628534,Steinhatchee,Steinhatchee CDP,57,S,U1,8283474,278708,,N,N,+29.6794478,-083.3836964,+29.6770137,-083.3859138
Florida,G4210,28030355814647,1268800,12,68800,02402897,Stock Island,Stock Island CDP,57,S,U1,2166832,3284654,,N,N,+24.5658125,-081.7350100,+24.5639895,-081.7397930
Florida,G4210,2803086675916,1268950,12,68950,02402899,Sugarmill Woods,Sugarmill Woods CDP,57,S,U1,74140630,1680,,N,N,+28.7299267,-082.5010072,+28.7402603,-082.5060437
Florida,G4210,280303928201919,1269025,12,69025,02628535,Sumatra,Sumatra CDP,57,S,U1,2505541,,,N,N,+30.0229791,-084.9825183,+30.0229791,-084.9825183
Florida,G4210,28030382287985,1269250,12,69250,01853255,Sun City Center,Sun City Center CDP,57,S,U1,40814680,2190907,,N,N,+27.7149599,-082.3569439,+27.7144163,-082.3557625
Florida,G4210,28030349540149,1269275,12,69275,02402900,Suncoast Estates,Suncoast Estates CDP,57,S,U1,7046294,29845,,N,N,+26.7122453,-081.8684291,+26.7111623,-081.8689111
Florida,G4210,28030385021838,1269812,12,69812,02402902,Sunset,Sunset CDP,57,S,U1,9061761,124442,,N,N,+25.7060601,-080.3530234,+25.7060806,-080.3523713
Florida,G4210,28030359410216,1270525,12,70525,02402912,Taft,Taft CDP,57,S,U1,2548369,,,N,N,+28.4283228,-081.3676738,+28.4283228,-081.3676738
Florida,G4210,28030385021841,1270700,12,70700,02402913,Tamiami,Tamiami CDP,57,S,U1,18255530,984305,,N,N,+25.7556175,-080.4015617,+25.7563210,-080.4025589
Florida,G4210,28030359410217,1271075,12,71075,02402914,Tangelo Park,Tangelo Park CDP,57,S,U1,908842,,,N,N,+28.4559989,-081.4464412,+28.4559989,-081.4464412
Florida,G4210,28030359410218,1271100,12,71100,02402915,Tangerine,Tangerine CDP,57,S,U1,11795475,1892123,,N,N,+28.7589773,-081.6340982,+28.7601663,-081.6379748
Florida,G4210,28030355814648,1271250,12,71250,02402916,Tavernier,Tavernier CDP,57,S,U1,6510124,319274,,N,N,+25.0186534,-080.5132679,+25.0266498,-080.5021936
Florida,G4210,28030357099850,1271300,12,71300,02402917,Taylor Creek,Taylor Creek CDP,57,S,U1,7816371,983513,,N,N,+27.2171857,-080.7926827,+27.2139043,-080.7912518
Florida,G4210,280303730772845,1271564,12,71564,02628565,The Acreage,The Acreage CDP,57,S,U1,88776041,24290,,N,N,+26.7740090,-080.2779482,+26.7741863,-080.2768821
Florida,G4210,28030385021842,1271567,12,71567,02402922,The Crossings,The Crossings CDP,57,S,U1,8946762,363604,,N,N,+25.6707690,-080.4018281,+25.6705690,-080.4007523
Florida,G4210,28030385021843,1271569,12,71569,02402923,The Hammocks,The Hammocks CDP,57,S,U1,20430604,553746,,N,N,+25.6699673,-080.4482647,+25.6703756,-080.4488718
Florida,G4210,28030497576414,1271580,12,71580,02402924,The Meadows,The Meadows CDP,57,S,U1,6156534,478346,,N,N,+27.3646893,-082.4715676,+27.3629431,-082.4744601
Florida,G4210,28030374624111,1271625,12,71625,02402925,The Villages,The Villages CDP,57,S,U1,84556293,3380775,,Y,N,+28.9033685,-081.9887366,+28.8989467,-081.9937368
Florida,G4210,28030382287999,1271725,12,71725,02402927,Thonotosassa,Thonotosassa CDP,57,S,U1,68587326,4779182,,N,N,+28.0464515,-082.2910288,+28.0466217,-082.2965391
Florida,G4210,28030385021844,1271741,12,71741,02402928,Three Lakes,Three Lakes CDP,57,S,U1,8304492,1697624,,N,N,+25.6414855,-080.4000445,+25.6426044,-080.3996350
Florida,G4210,28030349540150,1271758,12,71758,02402929,Three Oaks,Three Oaks CDP,57,S,U1,4491700,120066,,N,N,+26.4724541,-081.7959237,+26.4731138,-081.7968978
Florida,G4210,28030349540151,1271800,12,71800,02402930,Tice,Tice CDP,57,S,U1,3091375,406845,,N,N,+26.6755835,-081.8166347,+26.6751380,-081.8172740
Florida,G4210,2803088505293,1271825,12,71825,02402931,Tierra Verde,Tierra Verde CDP,57,S,U1,3220340,8434036,,N,N,+27.6686945,-082.7290681,+27.6619983,-082.7242514
Florida,G4210,280303928202832,1271842,12,71842,02629563,Tiger Point,Tiger Point CDP,57,S,U1,3639743,7449356,,N,N,+30.3757261,-087.0573092,+30.3800687,-087.0524484
Florida,G4210,28030359410219,1271850,12,71850,02402932,Tildenville,Tildenville CDP,57,S,U1,537578,80764,,N,N,+28.5383786,-081.6025958,+28.5413807,-081.6063646
Florida,G4210,2803087070869,1271867,12,71867,02402934,Timber Pines,Timber Pines CDP,57,S,U1,5709987,221969,,N,N,+28.4689912,-082.5998745,+28.4692090,-082.6024310
Florida,G4210,28030382288000,1272145,12,72145,02402937,Town 'n' Country,Town 'n' Country CDP,57,S,U1,57217626,5307372,,N,N,+28.0106922,-082.5760128,+28.0102276,-082.5771669
Florida,G4210,280303717606971,1272425,12,72425,02583383,Trilby,Trilby CDP,57,S,U1,2598121,,,N,N,+28.4564374,-082.1939763,+28.4564374,-082.1939763
Florida,G4210,28030366537142,1272442,12,72442,02402938,Trinity,Trinity CDP,57,S,U1,11586224,209679,,N,N,+28.1808797,-082.6581791,+28.1839461,-082.6605781
Florida,G4210,2803015692396705,1272521,12,72521,02805194,Tropical Park,Tropical Park CDP,57,S,U1,1417088,,,N,N,+28.3805086,-080.7074859,+28.3805086,-080.7074859
Florida,G4210,2803081944636,1272875,12,72875,02402942,Tyndall AFB,Tyndall AFB CDP,57,S,M2,37458995,164194,,N,N,+30.0856304,-085.6074888,+30.0893672,-085.5991399
Florida,G4210,28030359410220,1273075,12,73075,02402944,Union Park,Union Park CDP,57,S,U1,7395379,85617,,N,N,+28.5657043,-081.2355629,+28.5670294,-081.2380854
Florida,G4210,28030382288001,1273163,12,73163,02402946,University,University CDP,57,S,U2,16394821,608949,,N,N,+28.0770985,-082.4334805,+28.0769416,-082.4333195
Florida,G4210,280303717607002,1273172,12,73172,02583384,University,University CDP,57,S,U2,23497721,910076,,N,N,+28.5900316,-081.1990739,+28.5894874,-081.2001276
Florida,G4210,2803081944637,1273312,12,73312,02402953,Upper Grand Lagoon,Upper Grand Lagoon CDP,57,S,U1,20974117,20226132,,N,N,+30.1689959,-085.7406771,+30.1756333,-085.7530095
Florida,G4210,28030382288002,1273700,12,73700,02402959,Valrico,Valrico CDP,57,S,U1,35765135,1075807,,N,N,+27.9193053,-082.2293300,+27.9190840,-082.2312592
Florida,G4210,28030497576415,1273725,12,73725,02402960,Vamo,Vamo CDP,57,S,U1,1963624,825254,,N,N,+27.2219063,-082.4989080,+27.2205000,-082.4999230
Florida,G4210,28030497576417,1273950,12,73950,02402964,Venice Gardens,Venice Gardens CDP,57,S,U1,2394797,281833,,N,N,+27.0738855,-082.4124842,+27.0736985,-082.4132523
Florida,G4210,2803016953990154,1274016,12,74016,02806011,Verandah,Verandah CDP,57,S,U1,5514711,901436,,N,N,+26.6972604,-081.7428965,+26.6987869,-081.7396679
Florida,G4210,28030341295600,1274200,12,74200,02402965,Vero Beach South,Vero Beach South CDP,57,S,U2,30522487,1607282,,N,N,+27.6132214,-080.4162642,+27.6128251,-080.4181422
Florida,G4210,2803015665088753,1274225,12,74225,02805196,Vero Lake Estates,Vero Lake Estates CDP,57,S,U1,8725888,54519,,N,N,+27.7470881,-080.5283319,+27.7463343,-080.5283103
Florida,G4210,280303717606980,1274235,12,74235,02583385,Verona Walk,Verona Walk CDP,57,S,U1,3260809,,,N,N,+26.0860456,-081.6797404,+26.0860456,-081.6797404
Florida,G4210,280303717606990,1274368,12,74368,02583386,Viera East,Viera East CDP,57,S,U2,13021258,316514,,N,N,+28.2613362,-080.7149138,+28.2622343,-080.7146430
Florida,G4210,280303717606989,1274370,12,74370,02583387,Viera West,Viera West CDP,57,S,U2,23668804,344760,,N,N,+28.2467280,-080.7386093,+28.2451843,-080.7403130
Florida,G4210,2803047968961,1274400,12,74400,02402969,Vilano Beach,Vilano Beach CDP,57,S,U1,4593261,76114,,N,N,+29.9354408,-081.3019615,+29.9303457,-081.3010770
Florida,G4210,28030349540152,1274512,12,74512,02402970,Villas,Villas CDP,57,S,U1,11979740,579779,,N,N,+26.5505059,-081.8677718,+26.5505198,-081.8678015
Florida,G4210,28030373957664,1274562,12,74562,02402971,Vineyards,Vineyards CDP,57,S,U1,5066758,797467,,N,N,+26.2278970,-081.7280477,+26.2304695,-081.7278920
Florida,G4210,28030341295602,1274635,12,74635,02402974,Wabasso Beach,Wabasso Beach CDP,57,S,U1,3137334,41643,,N,N,+27.7569241,-080.3991980,+27.7536600,-080.3976100
Florida,G4210,28030341295601,1274625,12,74625,02402975,Wabasso,Wabasso CDP,57,S,U1,9532572,21897,,N,N,+27.7486223,-080.4420866,+27.7502691,-080.4433686
Florida,G4210,280303928202091,1274700,12,74700,02628536,Wacissa,Wacissa CDP,57,S,U1,10869601,58663,,N,N,+30.3566358,-083.9936932,+30.3535183,-084.0010047
Florida,G4210,28030369643895,1274775,12,74775,02402979,Wahneta,Wahneta CDP,57,S,U1,5880032,5171,,N,N,+27.9573592,-081.7287374,+27.9586511,-081.7287801
Florida,G4210,280303928202636,1274975,12,74975,02629315,Wallace,Wallace CDP,57,S,U1,30467468,90848,,N,N,+30.6746274,-087.1996265,+30.6732866,-087.1958502
Florida,G4210,28030497576418,1275175,12,75175,02402984,Warm Mineral Springs,Warm Mineral Springs CDP,57,S,U1,6111034,919049,,N,N,+27.0472002,-082.2701894,+27.0468631,-082.2704212
Florida,G4210,28030117565432,1275200,12,75200,02402985,Warrington,Warrington CDP,57,S,U1,17952308,2806563,,N,N,+30.3834756,-087.2946727,+30.3844443,-087.2937879
Florida,G4210,28030379248639,1275225,12,75225,02402986,Washington Park,Washington Park CDP,57,S,U1,671066,,,N,N,+26.1324838,-080.1823961,+26.1324838,-080.1823961
Florida,G4210,280303928202505,1275275,12,75275,02628537,Watergate,Watergate CDP,57,S,U2,1058127,,,N,N,+26.3358582,-080.2126011,+26.3358582,-080.2126011
Florida,G4210,2803081712843,1275300,12,75300,02402987,Watertown,Watertown CDP,57,S,U1,6283416,129873,,N,N,+30.1854334,-082.6026592,+30.1854753,-082.6026634
Florida,G4210,280303928202066,1275425,12,75425,02628538,Waukeenah,Waukeenah CDP,57,S,U1,8178820,170503,,N,N,+30.4020198,-083.9599844,+30.3954815,-083.9755203
Florida,G4210,28030369643896,1275475,12,75475,02402989,Waverly,Waverly CDP,57,S,U1,3724763,217938,,N,N,+27.9842672,-081.6198617,+27.9852820,-081.6253037
Florida,G4210,28030359410221,1275612,12,75612,02402990,Wedgefield,Wedgefield CDP,57,S,U1,60524645,169877,,N,N,+28.4846997,-081.0808357,+28.4859601,-081.0818241
Florida,G4210,2803087070871,1275641,12,75641,02402992,Weeki Wachee Gardens,Weeki Wachee Gardens CDP,57,S,U1,3247362,396160,,N,N,+28.5374603,-082.6206938,+28.5372658,-082.6231152
Florida,G4210,2803090636009,1275725,12,75725,02402993,Wekiwa Springs,Wekiwa Springs CDP,57,S,U1,22351417,1412101,,N,N,+28.6984211,-081.4251013,+28.6995774,-081.4247724
Florida,G4210,28030366537143,1275875,12,75875,02402996,Wesley Chapel,Wesley Chapel CDP,57,S,U1,113753659,334133,,N,N,+28.2106492,-082.3238079,+28.2052468,-082.3171080
Florida,G4210,28030352006654,1276050,12,76050,02402998,West Bradenton,West Bradenton CDP,57,S,U1,3369444,149825,,N,N,+27.5016969,-082.6146170,+27.5009885,-082.6141947
Florida,G4210,2803015692396706,1276058,12,76058,02805197,West Canaveral Groves,West Canaveral Groves CDP,57,S,U1,9746772,20877,,N,N,+28.3927911,-080.8458633,+28.3926801,-080.8492170
